month,scenario,species,sst_anomaly_c,temperature_c,atmosphere_ppt,atmosphere_target_ppt,mixed_layer_pmol_kg,deep_ocean_pmol_kg,henry_mol_m3_pa,air_to_sea_flux_mol_yr,mixed_to_deep_flux_mol_yr,external_atmospheric_flux_mol_yr,cumulative_air_to_sea_mol,cumulative_outgassing_mol,cumulative_external_mol,total_inventory_mol,mass_balance_residual_mol
2016-12,observed_sst,CFC-11,0.621,15.620999999999981,229.76283175132838,229.761,2.2367669201210703,0.35963321931662795,0.00011184657841501647,3370108.2286511124,3472931.988200819,-3319133.4070129395,2923993.4267420443,0.0,-108464302.48648722,35221288057.64984,2.1770596504211426e-05
2017-01,observed_sst,CFC-11,0.7097,15.709699999999998,229.70865156070892,229.62,2.236037272142225,0.35984745520853545,0.00011136255093674339,3249548.912339331,3471185.685054443,-160636628.00454712,3199839.148119662,0.0,-116369665.5486514,35213382694.587685,2.9265880584716797e-05
2017-02,observed_sst,CFC-11,0.7519,15.751899999999978,229.569822677916,229.398,2.234906817809475,0.36006155794937067,0.00011113310934595534,3187331.849069059,3468698.0863986746,-311342692.3838196,3468089.6182690095,0.0,-137064576.3802337,35192687783.7561,3.045797348022461e-05
2017-03,observed_sst,CFC-11,0.7404,15.740400000000022,229.34642261755695,229.089,2.2336549164106674,0.36027549750226917,0.00011119558135726896,3189707.3674559416,3465986.0974079003,-466449783.0131836,3733872.765688016,0.0,-170532202.34704,35159220157.7893,3.224611282348633e-05
2017-04,observed_sst,CFC-11,0.736,15.73599999999999,229.11379618135743,228.902,2.2323955632717634,0.3604892697549534,0.00011121949429580136,3181314.093310076,3463260.6312927883,-383774680.619751,3999292.09239489,0.0,-205393374.88643348,35124358985.24988,4.649162292480469e-06
2017-05,observed_sst,CFC-11,0.722,15.72199999999998,228.93429023842893,228.781,2.231154120172113,0.36070287404398715,0.00011129561998682968,3192311.3088312377,3460568.6117427982,-277761912.03323364,4264815.926978943,0.0,-232233248.43405783,35097519111.70226,1.3947486877441406e-05
2017-06,observed_sst,CFC-11,0.7142,15.714200000000005,228.83811596982687,228.786,2.2299744428190507,0.3609163157243233,0.0001113380586746655,3204317.8377173226,3457991.1673911316,-94434137.32626343,4531262.887197844,0.0,-246489116.03273568,35083263244.10358,5.5730342864990234e-06
2017-07,observed_sst,CFC-11,0.7441,15.744100000000003,228.7856675076068,228.736,2.22876094830738,0.3611295984180999,0.00011117547729312605,3170563.212696087,3455351.451213904,-89997523.78353882,4796869.461855119,0.0,-254143227.25332278,35075609132.883,1.9252300262451172e-05
2017-08,observed_sst,CFC-11,0.7554,15.755400000000009,228.7634672551715,228.764,2.227473558831703,0.3613427127370659,0.00011111410407928975,3166739.071798556,3452575.3316308404,965333.6292114258,5060881.481763585,0.0,-257231453.351156,35072520906.78518,2.8371810913085938e-05
2017-09,observed_sst,CFC-11,0.6769,15.67689999999999,228.80277322698348,228.873,2.226468056695191,0.36155566644304765,0.00011154125824087754,3289941.960198394,3450321.036015247,127250912.70593262,5329891.847314383,0.0,-251027241.24195746,35078725118.89434,-8.791685104370117e-06
2017-10,observed_sst,CFC-11,0.6609,15.660900000000026,228.9254706133735,229.089,2.225844718639718,0.3617685063031562,0.00011162855132584469,3333808.6222670986,3448774.002349181,296315248.5671997,5605818.966829381,0.0,-232224008.77752322,35097528351.35874,-4.178285598754883e-05
2017-11,observed_sst,CFC-11,0.617,15.617000000000019,229.01956868560072,229.067,2.22550625151334,0.36198126565661726,0.00011186846256554703,3409385.6467350186,3447754.1644581687,85945541.69146729,5886907.8230478,0.0,-217734111.01499802,35112018249.12128,-3.1888484954833984e-05
2017-12,observed_sst,CFC-11,0.5776,15.577600000000018,228.99427239471402,228.92,2.2254575031058255,0.36219397967192485,0.00011208428285650755,3461054.239484533,3447270.426293145,-134581579.2218628,6173295.6044002995,0.0,-221267463.15754825,35108484896.97873,-2.9265880584716797e-05
2018-01,observed_sst,CFC-11,0.5936,15.59359999999998,228.93434985057215,228.888,2.2254524911525797,0.36240666979880987,0.00011199658283017934,3431707.5702352887,3446867.6502321432,-83985929.23672485,6460460.3013323955,0.0,-230028602.6260445,35099723757.51025,-1.5974044799804688e-05
2018-02,observed_sst,CFC-11,0.5947,15.594699999999989,228.88914006548754,228.848,2.2253711827753087,0.36261932972354677,0.00011199055633189797,3425540.2134856945,3446323.7721273904,-74545798.66342163,6746172.628292628,0.0,-236569567.8468732,35093182792.28943,-4.857778549194336e-06
2018-03,observed_sst,CFC-11,0.6355,15.635499999999979,228.80345954036358,228.689,2.225137191878774,0.3628319498500584,0.00011176728932845027,3361550.864520322,3445497.4859083765,-207400687.13882446,7029006.3866587095,0.0,-249224493.38222268,35080527866.754074,-9.98377799987793e-06
2018-04,observed_sst,CFC-11,0.6678,15.6678,228.652323578919,228.478,2.2246346306051907,0.3630445033550471,0.00011159089662181853,3304334.206369595,3444174.4341786723,-315874325.0012512,7306781.278890116,0.0,-271768248.6681267,35057984111.46818,-2.2649765014648438e-06
2018-05,observed_sst,CFC-11,0.6836,15.683600000000013,228.48984910464074,228.339,2.2239309270557976,0.36325696271850694,0.00011150472741293748,3270644.6665968187,3442479.418269531,-273338577.6090088,7580707.640866482,0.0,-296027967.92219234,35033724392.214134,1.9788742065429688e-05
2018-06,observed_sst,CFC-11,0.6531,15.653099999999995,228.2818805023111,228.036,2.2232200015198917,0.36346931462398174,0.00011167113498110099,3294775.4392163735,3440771.239593295,-445535470.1877136,7854355.255250391,0.0,-327157579.25958276,35002594780.87675,2.3126602172851562e-05
2018-07,observed_sst,CFC-11,0.6422,15.642200000000003,228.067916816238,227.88,2.222554545539062,0.3636815649260071,0.00011173067397898725,3290843.740353816,3439147.3732567285,-340505271.0232544,8128706.888510325,0.0,-359191744.2233512,34970560615.912964,8.285045623779297e-06
2018-08,observed_sst,CFC-11,0.6608,15.660799999999995,227.92334225917074,227.813,2.2218078291974486,0.3638937117169047,0.00011162909715281896,3256001.363577212,3437373.356603691,-199940173.6173706,8401415.302297128,0.0,-380749793.9267255,34949002566.209595,1.3470649719238281e-05
2018-09,observed_sst,CFC-11,0.6762,15.676199999999994,227.8811551667225,227.891,2.22095202003274,0.3641057420377595,0.00011154507568280057,3239322.873743716,3435397.720075464,17838837.898864746,8671948.059069829,0.0,-386849512.1296371,34942902848.00668,1.3709068298339844e-05
2018-10,observed_sst,CFC-11,0.7183,15.7183,227.9105372597356,227.957,2.219974594232876,0.36431764464601646,0.00011131574885643667,3196415.435498227,3433197.3138543884,84190485.35906982,8940058.268554136,0.0,-382144705.87517,34947607654.26115,9.775161743164062e-06
2018-11,observed_sst,CFC-11,0.7141,15.714099999999974,227.98035753801136,228.07,2.21896903506616,0.3645294069589567,0.00011133860288034073,3221824.091517741,3430945.11695184,162432141.1234131,9207458.493957771,0.0,-371334443.6301189,34958417916.50619,-4.172325134277344e-07
2018-12,observed_sst,CFC-11,0.7356,15.735599999999977,227.97630514583815,227.908,2.217996108760657,0.3647410340998228,0.0001112216684904153,3202875.7464173776,3428753.5450068754,-123768924.25881958,9475279.90586427,0.0,-371678533.4363145,34958073826.69994,-4.869699478149414e-05
2019-01,observed_sst,CFC-11,0.7173,15.717300000000023,227.8591660050204,227.71,2.2170356049295243,0.36495252500620073,0.0001113211898048863,3224125.764891776,3426585.208243138,-270288801.09695435,9743147.151967522,0.0,-389098676.4536885,34940653683.68256,-5.447864532470703e-05
2019-02,observed_sst,CFC-11,0.735,15.735000000000014,227.6920205596353,227.515,2.2160536043852384,0.36516388324586846,0.00011122492987331843,3190557.2143673175,3424377.345322977,-320761254.05914307,10010437.50350808,0.0,-414070348.35528153,34915682011.78095,-7.277727127075195e-05
2019-03,observed_sst,CFC-11,0.7459,15.745900000000006,227.49072344007521,227.275,2.2149461693404633,0.3653750978183956,0.00011116569843806504,3163495.3760664877,3421937.6786997654,-390890873.41630554,10275213.124413498,0.0,-444201437.7879453,34885550922.34829,-7.200241088867188e-05
2019-04,observed_sst,CFC-11,0.7322,15.732199999999978,227.2200842864573,226.913,2.2137883426735185,0.3655861579024438,0.00011124015110390195,3161897.5061701983,3419405.0670995847,-556436727.0606537,10538847.786531296,0.0,-484804315.3221234,34844948044.8141,-8.118152618408203e-05
2019-05,observed_sst,CFC-11,0.7501,15.750099999999975,226.9325386613084,226.662,2.212529850748461,0.3657970578393791,0.00011114288492819282,3116545.5546739995,3416686.508480916,-490216054.2907562,10800403.722252963,0.0,-527962148.7838925,34801790211.35234,-7.355213165283203e-05
2019-06,observed_sst,CFC-11,0.8016,15.801600000000008,226.68136145400894,226.447,2.210994643804,0.3660077758474236,0.00011086358200123598,3033477.0237801606,3413456.3290781607,-424662954.6641693,11056594.372654106,0.0,-565633716.4357281,34764118643.700516,-6.29425048828125e-05
2019-07,observed_sst,CFC-11,0.8119,15.81189999999998,226.4626336213592,226.258,2.209242266260119,0.3662182794899985,0.00011080781762502396,3012462.21502967,3409824.753523069,-370796121.90289307,11308477.575375149,0.0,-598409735.9631151,34731342624.173134,-5.7816505432128906e-05
2019-08,observed_sst,CFC-11,0.8083,15.808299999999974,226.26086104440745,226.064,2.2074606831814654,0.36642855650060446,0.00011082730444542247,3012542.9308329006,3406139.5633754274,-356712212.46629333,11559514.352041747,0.0,-628626358.3061569,34701126001.83008,-7.176399230957031e-05
2019-09,observed_sst,CFC-11,0.7447,15.744700000000023,226.07207818737504,225.892,2.2058768740513073,0.3666386140164354,0.00011117221756565714,3092731.419291523,3402820.6858470174,-326301675.5235901,11813913.746250302,0.0,-656878170.3238441,34672874189.8124,-6.186962127685547e-05
2019-10,observed_sst,CFC-11,0.773,15.773000000000025,225.892062421858,225.715,2.204388174350241,0.36684847749700455,0.00011101859096428438,3049214.753154637,3399678.131640594,-320837108.4066467,12069810.721457118,0.0,-683804653.9417259,34645947706.19453,-5.424022674560547e-05
2019-11,observed_sst,CFC-11,0.7712,15.771200000000022,225.74044644700533,225.61,2.202818141138877,0.3670581405153936,0.0001110283550467993,3050591.219393368,3396385.4711535224,-236368961.9736328,12323932.182590025,0.0,-706444544.6833528,34623307815.45291,-4.2557716369628906e-05
2019-12,observed_sst,CFC-11,0.7923,15.792300000000012,225.5903438692831,225.429,2.2012043980881972,0.3672675991809256,0.00011091395988673206,3021898.2448402965,3393012.3200783157,-292355091.14094543,12576968.959877538,0.0,-728856997.1421372,34600895362.99414,-2.8967857360839844e-05
2020-01,observed_sst,CFC-11,0.8241,15.824099999999987,225.3839363261869,225.148,2.1994351505021252,0.3674768416761302,0.00011074180804163961,2973838.6115188673,3389351.8661166932,-427516623.05067444,12826836.751127252,0.0,-759774668.3584131,34569977691.77787,-2.3484230041503906e-05
2020-02,observed_sst,CFC-11,0.7935,15.793499999999995,225.13037842488365,224.867,2.197641527214852,0.3676858535865564,0.00011090745804601691,3003859.4839559845,3385646.740671551,-477241705.8891907,13075942.135651207,0.0,-797812806.0706898,34531939554.065605,-1.1801719665527344e-05
2020-03,observed_sst,CFC-11,0.7982,15.798200000000008,224.87161330067218,224.619,2.195888009415184,0.3678946412581798,0.00011088199669266133,2985549.1107093957,3382016.2302614762,-457735300.8180542,13325486.666862532,0.0,-836636795.2954124,34493115564.84088,-1.2993812561035156e-05
2020-04,observed_sst,CFC-11,0.8074,15.807399999999973,224.62628197631759,224.389,2.1940604349271347,0.36810320085329334,0.00011083217676184239,2963705.24887602,3378249.1276908657,-429954941.0874481,13573353.01862934,0.0,-873433958.9212003,34456318401.2151,-3.337860107421875e-06
2020-05,observed_sst,CFC-11,0.7872,15.787199999999984,224.38475549333137,224.143,2.192242346641991,0.36831152687323654,0.00011094159756507892,2981455.0665651364,3374500.0079246666,-438060953.91641235,13821079.412426477,0.0,-909656731.4583175,34420095628.67798,-1.0728836059570312e-05
2020-06,observed_sst,CFC-11,0.7717,15.77170000000001,224.15437552869247,223.935,2.1905062342751984,0.36851962651500253,0.00011102564270331537,2993353.425204657,3370902.9726823326,-397508457.9907837,14070016.718797814,0.0,-944195168.8124372,34385557191.323875,5.841255187988281e-06
2020-07,observed_sst,CFC-11,0.7635,15.763500000000022,223.95064773581933,223.761,2.188823206227377,0.3687275075650971,0.00011107013469101455,2998149.338075821,3367404.554487551,-343641697.30462646,14319640.92342632,0.0,-974708441.3316536,34355043918.804665,1.1444091796875e-05
2020-08,observed_sst,CFC-11,0.7625,15.762499999999989,223.77858666862113,223.622,2.1871636166076396,0.36893517436695283,0.00011107556193560051,2996933.4780704766,3363949.89670055,-283735043.54145813,14569409.406475978,0.0,-1000439893.995532,34329312466.140785,1.049041748046875e-05
2020-09,observed_sst,CFC-11,0.6936,15.693600000000004,223.62814177605668,223.485,2.185720559949243,0.36914263650984547,0.00011145022919290116,3086557.6534225033,3360896.230603315,-259372898.21470642,14822907.60937185,0.0,-1022903574.5698725,34306848785.56645,1.3947486877441406e-05
2020-10,observed_sst,CFC-11,0.6424,15.64240000000001,223.50309179035912,223.394,2.1846371060511793,0.36934993184363535,0.00011172958119398922,3151805.374324627,3358508.183180732,-197674324.13072205,15082833.62192279,0.0,-1041526196.3976557,34288226163.738663,1.1682510375976562e-05
2020-11,observed_sst,CFC-11,0.6174,15.617399999999975,223.3951353978215,223.291,2.183778116199179,0.3695570941901652,0.0001118662739305379,3181613.8705455647,3356535.668344427,-188693340.85253906,15346732.88847601,0.0,-1057563712.4042876,34272188647.732037,1.7404556274414062e-05
2020-12,observed_sst,CFC-11,0.5548,15.5548,223.26490879181196,223.119,2.183165761590288,0.36976414700695553,0.00011220939088442256,3256488.860989973,3355019.662180988,-264386730.76322937,15615047.285413124,0.0,-1076959615.5147994,34252792744.621532,2.5033950805664062e-05
2021-01,observed_sst,CFC-11,0.5435,15.543499999999995,223.11120840443726,222.955,2.1827277205671773,0.3699711194085571,0.00011227145525712255,3257621.147437233,3353826.306718592,-283049628.8403168,15886478.093528809,0.0,-1099896943.200259,34229855416.936073,2.5510787963867188e-05
2021-02,observed_sst,CFC-11,0.5521,15.552099999999996,222.95872771841192,222.812,2.1822401824472655,0.3701780164684628,0.00011222421686286267,3232689.884570288,3352541.514831532,-265870625.76237488,16156891.387647107,0.0,-1122651113.4959695,34207101246.64036,2.4557113647460938e-05
2021-03,observed_sst,CFC-11,0.5837,15.583700000000022,222.7857675175375,222.597,2.181577756980242,0.37038482561384956,0.00011205083797776488,3176356.7775735133,3350933.3221442467,-342046741.7779541,16423950.31065478,0.0,-1148501044.9049938,34181251315.231335,2.1696090698242188e-05
2021-04,observed_sst,CFC-11,0.5979,15.597899999999981,222.56859051957014,222.334,2.1807157995323103,0.37059152326830685,0.00011197302680536384,3140217.0367363454,3348956.176622939,-425078021.4611206,16687167.063926825,0.0,-1181031554.8447874,34148720805.291534,1.5020370483398438e-05
2021-05,observed_sst,CFC-11,0.6385,15.638500000000022,222.31878924502723,222.061,2.1796167592794626,0.3707980869503755,0.00011175089270249802,3067531.070903982,3346540.6461428516,-467114111.9893341,16945816.547018424,0.0,-1218492897.8176682,34111259462.31865,1.0728836059570312e-05
2021-06,observed_sst,CFC-11,0.6768,15.676800000000014,222.04367968783936,221.759,2.1782108725529494,0.3710044839073875,0.00011154180358059191,2998454.267236813,3343557.71979287,-515839594.3649597,17198563.8093865,0.0,-1259781693.6906776,34069970666.445644,1.52587890625e-05
2021-07,observed_sst,CFC-11,0.7188,15.718799999999987,221.7449752664621,221.439,2.1764988674490935,0.37121067950542463,0.00011131302849606295,2925229.0245628636,3340008.8087192797,-554427182.8293457,17445375.545456406,0.0,-1304639249.5825813,34025113110.55375,2.3603439331054688e-05
2021-08,observed_sst,CFC-11,0.6887,15.688699999999983,221.46261321003587,221.2,2.174694817332599,0.37141664665257723,0.00011147692952021458,2950596.544968533,3336290.0255293753,-475855136.58499146,17690175.78997045,0.0,-1347031119.8584151,33982721240.2779,9.059906005859375e-06
2021-09,observed_sst,CFC-11,0.6884,15.688400000000001,221.2245823025869,221.007,2.1729426994860965,0.37162238881084403,0.00011147856447135442,2941325.1432028227,3332667.7397880517,-394259132.28744507,17935632.978374153,0.0,-1382728329.6948066,33947024030.44151,9.059906005859375e-06
2021-10,observed_sst,CFC-11,0.6608,15.660799999999995,221.04260165797749,220.889,2.171259956873965,0.37182790963723716,0.00011162909715281896,2974256.3429172835,3329174.2163938517,-278326204.2551422,18182074.766440757,0.0,-1409960965.2427661,33919791394.89356,1.7881393432617188e-05
2021-11,observed_sst,CFC-11,0.6588,15.658799999999985,220.92166005001175,220.827,2.169678449966791,0.3720332218869296,0.00011164001433217285,2979644.0064748037,3325868.3776012543,-171524010.62127686,18430107.83972701,0.0,-1427975114.972308,33901777245.164017,1.7881393432617188e-05
2021-12,observed_sst,CFC-11,0.608,15.608000000000004,220.8420072413487,220.776,2.168290132746941,0.3722383383285995,0.00011191771977918786,3052596.645190566,3322920.3261482343,-119605121.32388306,18681450.707113788,0.0,-1439751346.213027,33890001013.923286,6.67572021484375e-06
2022-01,observed_sst,CFC-11,0.6704,15.670399999999972,220.78010337913003,220.724,2.1669083725212714,0.3724432795872107,0.00011157671165438165,2977715.5698640947,3319984.7300646286,-101659322.98356628,18932678.2863828,0.0,-1448847601.8287785,33880904758.307533,5.0067901611328125e-06
2022-02,observed_sst,CFC-11,0.6478,15.647800000000018,220.69760803914025,220.599,2.1654572113701445,0.3726480310180602,0.00011170008061074389,3013601.724712366,3316921.0847988995,-178677766.92219543,19182365.482066043,0.0,-1461054710.9715483,33868697649.16476,2.1457672119140625e-06
2022-03,observed_sst,CFC-11,0.6629,15.66289999999998,220.54152326597372,220.347,2.16404877965744,0.3728525984179075,0.00011161763542618519,2990151.772545903,3313936.83481579,-352476157.944397,19432594.675110348,0.0,-1484373282.5266418,33845379077.60966,-3.814697265625e-06
2022-04,observed_sst,CFC-11,0.6389,15.638899999999978,220.29832120078618,220.023,2.162640693230734,0.37305697995871984,0.00011174870669319335,3007680.0599880135,3310953.567517385,-498882015.8246155,19682579.236790728,0.0,-1520846809.808265,33808905550.32802,-2.3603439331054688e-05
2022-05,observed_sst,CFC-11,0.6523,15.652300000000025,220.01471880464277,219.728,2.161199216570577,0.373261177836337,0.00011167550358397026,2971230.4498503003,3307908.8639131854,-519534474.01272583,19931697.983510092,0.0,-1563421652.879197,33766330707.257088,-2.2172927856445312e-05
2022-06,observed_sst,CFC-11,0.7175,15.717499999999973,219.72577723755646,219.438,2.1594593058286513,0.37346517360365544,0.0001113201015909077,2869442.700509973,3304312.3938827706,-521452354.4523468,20175022.35827349,0.0,-1606808505.134469,33722943855.001816,-2.193450927734375e-05
2022-07,observed_sst,CFC-11,0.707,15.706999999999994,219.4567823791385,219.204,2.1575137254372163,0.3736689312498507,0.00011137724924645667,2871942.8207958676,3300335.8498458993,-458041670.99894714,20414219.98312843,0.0,-1647187531.1307282,33682564829.005558,-2.0503997802734375e-05
2022-08,observed_sst,CFC-11,0.7333,15.733299999999986,219.2312531181806,219.028,2.155501055832921,0.373872441521987,0.0001112341710511464,2832300.020197261,3296235.640052017,-368294650.14331055,20651842.272444405,0.0,-1681004827.2460651,33648747532.890232,-9.5367431640625e-06
2022-09,observed_sst,CFC-11,0.7081,15.708100000000002,219.07565742160583,218.957,2.1534991537900217,0.37407569618352116,0.00011137126077886774,2868486.9189278246,3292155.8245042264,-215007247.94979858,20889318.549662836,0.0,-1704262301.1516414,33625490058.98466,-4.291534423828125e-06
2022-10,observed_sst,CFC-11,0.6801,15.680099999999982,218.95696840575908,218.841,2.15169508196262,0.37427871018726605,0.00011152380897706188,2910661.219658655,3288442.4648308773,-210134751.23542786,21130129.902851604,0.0,-1721943531.1913192,33607808828.94499,7.152557373046875e-07
2022-11,observed_sst,CFC-11,0.6785,15.678499999999985,218.84254678126084,218.732,2.1500164451771733,0.37448150377202827,0.00011153253321939647,2917387.456162171,3284961.5834671934,-200310767.64463806,21372964.265160847,0.0,-1738978362.128251,33590773998.00806,4.76837158203125e-06
2022-12,observed_sst,CFC-11,0.6913,15.691300000000012,218.74001431017277,218.646,2.1483435621834723,0.37468408366944334,0.00011146276109030009,2906661.0385050536,3281491.742685768,-170353930.03312683,21615616.47554833,0.0,-1754218113.0521622,33575534247.084152,7.62939453125e-06
2023-01,observed_sst,CFC-11,0.6705,15.670500000000004,218.6365233539802,218.529,2.146737106322281,0.3748864514377297,0.00011157616611982168,2939043.7665195907,3278145.1928682807,-194832317.41218567,21859211.1711759,0.0,-1769601652.7416177,33560150707.394703,1.3828277587890625e-05
2023-02,observed_sst,CFC-11,0.6925,15.692499999999995,218.48586681347751,218.307,2.1451530773077274,0.3750886166745255,0.00011145622250834958,2909424.4494415307,3274840.5102290027,-324106666.021225,22102947.254240908,0.0,-1792107054.2744615,33537645305.861862,1.6927719116210938e-05
2023-03,observed_sst,CFC-11,0.8087,15.808699999999988,218.2702834766423,218.031,2.1431651120072583,0.37529056032291885,0.00011082513904995385,2753968.742406248,3270788.9049349893,-433581659.67585754,22338910.735739075,0.0,-1824424174.6550756,33505328185.481243,1.1920928955078125e-05
2023-04,observed_sst,CFC-11,0.8672,15.867200000000025,217.99999377818497,217.71,2.140667039159004,0.3754922216401301,0.00011050896945003661,2673193.430283557,3265794.0592621076,-525468726.0710907,22565055.27594435,0.0,-1865011774.5819333,33464740585.554386,1.2636184692382812e-05
2023-05,observed_sst,CFC-11,0.8512,15.851200000000006,217.69471520429147,217.381,2.1380398799509837,0.37569356339823007,0.00011059534075701419,2685969.657346666,3260560.9789121635,-568451950.176178,22788379.96339646,0.0,-1910885514.5524025,33418866845.583923,1.9073486328125e-05
2023-06,observed_sst,CFC-11,0.9251,15.925099999999986,217.39101522256524,217.097,2.1352342766496433,0.3758945769462586,0.00011019705625412525,2585244.03917955,3254998.361913725,-532755583.28819275,23007959.93441627,0.0,-1956524631.8220322,33373227728.314285,1.0728836059570312e-05
2023-07,observed_sst,CFC-11,0.9921,15.992099999999994,217.11377939455278,216.851,2.132039800747355,0.3760952243386187,0.00010983737425665312,2501486.3083258113,3248716.959428213,-476156262.92962646,23219850.749585755,0.0,-1998175351.0367599,33331577009.09957,2.4318695068359375e-05
2023-08,observed_sst,CFC-11,1.0228,16.022800000000018,216.85814610951576,216.61,2.12861607501861,0.37629546885998055,0.00010967301269616036,2469567.7535932367,3242012.1614692337,-449640750.44252014,23426956.042358685,0.0,-2036568871.7845762,33293183488.351757,2.6464462280273438e-05
2023-09,observed_sst,CFC-11,1.0235,16.023500000000013,216.63641374448542,216.436,2.125174210679544,0.3764952968416681,0.00010966926831439881,2480199.4793723305,3235274.5754642994,-363149705.00761414,23633163.173327923,0.0,-2069844251.7731879,33259908108.363144,2.5033950805664062e-05
2023-10,observed_sst,CFC-11,1.0019,16.001899999999978,216.4602941612097,216.304,2.1218832530203495,0.37669471638168744,0.00010978487650772154,2522997.091004739,3228816.9413486044,-283205020.11195374,23841610.628764916,0.0,-2096229861.392389,33233522498.743942,2.4557113647460938e-05
2023-11,observed_sst,CFC-11,0.9794,15.979399999999998,216.33117746311063,216.224,2.1188226066833202,0.3768937504806224,0.00010990544970024792,2570040.547800681,3222786.1250820165,-194205563.15652466,24053798.558195237,0.0,-2115514294.8759046,33214238065.260418,1.5735626220703125e-05
2023-12,observed_sst,CFC-11,0.9777,15.977700000000027,216.23420048924123,216.147,2.1159455138055145,0.3770924240405938,0.0001099145658165311,2592445.6695141545,3217095.572701324,-158007286.50512695,24268895.515293445,0.0,-2129942720.9730852,33199809639.16324,1.6927719116210938e-05
2024-01,observed_sst,CFC-11,1.0296,16.029600000000016,216.1498568964041,216.07,2.113044778744104,0.3772907479928213,0.00010963664487941115,2548552.304766959,3211361.926143716,-144700696.28425598,24483082.88528247,0.0,-2142464416.1214986,33187287944.014816,8.106231689453125e-06
2024-02,observed_sst,CFC-11,1.0336,16.03359999999998,216.02601344313337,215.873,2.1101046072497387,0.37748871352354874,0.0001096152584783457,2561221.0625635656,3205555.9803801673,-277260358.9577179,24696056.551024333,0.0,-2160951803.899627,33168800556.23668,-4.76837158203125e-07
2024-03,observed_sst,CFC-11,0.9699,15.969899999999996,215.82610815200152,215.595,2.1074148948965186,0.3776863319888521,0.00010995640377263953,2647828.758379036,3200214.0574495466,-418767971.42674255,24913195.28042607,0.0,-2190920364.1311355,33138831996.00517,-2.384185791015625e-06
2024-04,observed_sst,CFC-11,1.0002,16.000200000000007,215.57131563966166,215.302,2.1048476328434553,0.37788363331595876,0.00010979398120588146,2607161.6508683884,3195099.2696258086,-487999939.06700134,25132171.169370577,0.0,-2229175057.6054974,33100577302.5308,-9.5367431640625e-06
2024-05,observed_sst,CFC-11,0.9561,15.956099999999992,215.2905276814111,215.004,2.102325436643544,0.3780806177569866,0.00011003046932292711,2657199.996598502,3190068.445542492,-519188158.7169342,25351552.84936523,0.0,-2271354657.621336,33058397702.51496,-9.5367431640625e-06
2024-06,observed_sst,CFC-11,0.9463,15.946300000000008,214.96132873092512,214.604,2.0999374555481163,0.37827730166410983,0.0001100831011873754,2656375.4809763706,3185286.4922046475,-647479660.4363251,25573011.778099913,0.0,-2320842240.2159867,33008910119.92031,-9.059906005859375e-06
2024-07,observed_sst,CFC-11,0.955,15.954999999999984,214.59731390808062,214.231,2.09750302350483,0.378473689037452,0.0001100363755494762,2628423.292902821,3180419.147431458,-663760801.4420929,25793210.810305502,0.0,-2375588279.4333057,32954164080.702995,-5.7220458984375e-06
2024-08,observed_sst,CFC-11,0.9493,15.949299999999994,214.23535071828994,213.879,2.095007580744738,0.3786697717972278,0.00011006698633986449,2619614.431650981,3175439.488779012,-645707501.5414124,26011869.659569558,0.0,-2430026062.242439,32899726297.893867,-4.76837158203125e-07
2024-09,observed_sst,CFC-11,0.9304,15.93040000000002,213.92235782258692,213.643,2.0925422985169635,0.3788655480888888,0.00011016855486580851,2633019.984050207,3170516.1978857424,-506196374.52749634,26230672.603227776,0.0,-2477069186.549941,32852683173.58637,2.86102294921875e-06
2024-10,observed_sst,CFC-11,0.9227,15.92270000000002,213.64883432148304,213.382,2.0901392334741766,0.3790610246179945,0.00011020996531239062,2636337.1878755996,3165708.571160044,-483503790.5272522,26450221.785895422,0.0,-2518151686.0339584,32811600674.10235,0.0
2024-11,observed_sst,CFC-11,0.8878,15.887800000000027,213.45164330853038,213.307,2.0878630977015464,0.37925620996717413,0.0001103978797765449,2681771.355257923,3161136.318169555,-262093675.05706787,26671726.053662434,0.0,-2547706024.7220645,32782046335.414265,2.2411346435546875e-05
2024-12,observed_sst,CFC-11,0.8375,15.837499999999977,213.31254100804352,213.18,2.0858690944728973,0.3794511283511143,0.00011066935744263496,2750601.801440296,3157086.5395710636,-240164306.57487488,26898089.565242007,0.0,-2568484108.583993,32761268251.552334,2.002716064453125e-05
2025-01,observed_sst,CFC-11,0.8769,15.876899999999978,213.17189107341844,213.028,2.0839441633535065,0.37964580571935,0.0001104566443431238,2705130.306809042,3153164.9989178944,-260730625.03422546,27125405.483481605,0.0,-2589494932.794137,32740257427.342182,1.239776611328125e-05
2025-02,observed_sst,CFC-11,0.8582,15.85820000000001,213.01928553459268,212.863,2.081996434964007,0.37984023674050715,0.00011055754383014049,2731840.227880121,3149201.7362382533,-283189388.6819458,27351966.9095188,0.0,-2612311807.7307997,32717440552.40553,2.193450927734375e-05
2025-03,observed_sst,CFC-11,0.877,15.87700000000001,212.9184406326264,212.86,2.0800874810696803,0.3800344272200928,0.00011045610505636338,2717095.751265802,3145310.6562534682,-105894426.31906128,27578920.83884299,0.0,-2627312433.9983864,32702439926.137947,2.6702880859375e-05
2025-04,observed_sst,CFC-11,0.8409,15.840899999999976,212.83602621269614,212.739,2.0782948194026747,0.3802283812793769,0.00011065098306331754,2772521.114625136,3141635.168832866,-175811497.40538025,27807707.01254752,0.0,-2639528225.234148,32690224134.90218,2.09808349609375e-05
